Municipality,Building Use,Activity,Value of Permits,Number of Permits,Extract Date
MUNICIPALITY OF THE COUNTY OF PICTOU,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Commercial,AdditionsAndRenovations,90000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Industrial,AdditionsAndRenovations,15000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Industrial,NewConstruction,22000,2,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Commercial,NewConstruction,100000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Industrial,NewConstruction,13475,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,InstitutionalAndGovernmental,AdditionsAndRenovations,70000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Commercial,AdditionsAndRenovations,10000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Commercial,NewConstruction,150000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Commercial,NewConstruction,8000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Commercial,NewConstruction,15000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Commercial,NewConstruction,30000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Industrial,NewConstruction,34000,1,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,InstitutionalAndGovernmental,AdditionsAndRenovations,42000,2,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,InstitutionalAndGovernmental,NewConstruction,800,1,10/01/2017 07:31:06 AM
REGION OF QUEENS MUNICIPALITY,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
REGION OF QUEENS MUNICIPALITY,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
REGION OF QUEENS MUNICIPALITY,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
REGION OF QUEENS MUNICIPALITY,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
REGION OF QUEENS MUNICIPALITY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
REGION OF QUEENS MUNICIPALITY,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF ANNAPOLIS ROYAL,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF ANNAPOLIS ROYAL,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF ANNAPOLIS ROYAL,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF ANNAPOLIS ROYAL,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF ANNAPOLIS ROYAL,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF ANNAPOLIS ROYAL,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF ANTIGONISH,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF ANTIGONISH,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF ANTIGONISH,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF ANTIGONISH,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF ANTIGONISH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF ANTIGONISH,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF BRIDGEWATER,Commercial,AdditionsAndRenovations,6000,1,10/01/2017 07:31:06 AM
TOWN OF BRIDGEWATER,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF BRIDGEWATER,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF BRIDGEWATER,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,AdditionsAndRenovations,10000,1,10/01/2017 07:31:06 AM
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF CLARK'S HARBOUR,Commercial,AdditionsAndRenovations,160000,1,10/01/2017 07:31:06 AM
TOWN OF CLARK'S HARBOUR,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF CLARK'S HARBOUR,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF CLARK'S HARBOUR,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF DIGBY,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF DIGBY,Commercial,NewConstruction,1000,1,10/01/2017 07:31:06 AM
TOWN OF DIGBY,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF DIGBY,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF DIGBY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF DIGBY,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF LOCKEPORT,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF LOCKEPORT,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF LOCKEPORT,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF LOCKEPORT,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF LOCKEPORT,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF LOCKEPORT,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF LUNENBURG,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF LUNENBURG,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF LUNENBURG,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF LUNENBURG,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF LUNENBURG,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF LUNENBURG,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF MIDDLETON,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF MIDDLETON,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF MIDDLETON,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF MIDDLETON,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF MIDDLETON,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF MIDDLETON,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF PORT HAWKESBURY,Commercial,AdditionsAndRenovations,32000,1,10/01/2017 07:31:06 AM
TOWN OF PORT HAWKESBURY,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF PORT HAWKESBURY,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF PORT HAWKESBURY,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF PORT HAWKESBURY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF PORT HAWKESBURY,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF SHELBURNE,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF SHELBURNE,Commercial,NewConstruction,180000,1,10/01/2017 07:31:06 AM
TOWN OF SHELBURNE,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF SHELBURNE,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF SHELBURNE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF SHELBURNE,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF STELLARTON,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF STELLARTON,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF STELLARTON,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF STELLARTON,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF STELLARTON,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF STELLARTON,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF STEWIACKE,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF STEWIACKE,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF STEWIACKE,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF STEWIACKE,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF STEWIACKE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF STEWIACKE,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WESTVILLE,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WESTVILLE,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WESTVILLE,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WESTVILLE,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WESTVILLE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WESTVILLE,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WINDSOR,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WINDSOR,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WINDSOR,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WINDSOR,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WINDSOR,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WINDSOR,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WOLFVILLE,Commercial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WOLFVILLE,Commercial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WOLFVILLE,Industrial,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WOLFVILLE,Industrial,NewConstruction,0,0,10/01/2017 07:31:06 AM
TOWN OF WOLFVILLE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,10/01/2017 07:31:06 AM
TOWN OF WOLFVILLE,InstitutionalAndGovernmental,NewConstruction,0,0,10/01/2017 07:31:06 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Commercial,AdditionsAndRenovations,30000,2,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANNAPOLIS,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Commercial,AdditionsAndRenovations,90000,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Commercial,NewConstruction,200000,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF ANTIGONISH,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Commercial,NewConstruction,60000,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE COUNTY OF PICTOU,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Commercial,AdditionsAndRenovations,135000,2,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Industrial,AdditionsAndRenovations,7000,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,Industrial,NewConstruction,138000,3,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF BARRINGTON,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Commercial,NewConstruction,110000,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF CHESTER,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Commercial,AdditionsAndRenovations,5000,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF DIGBY,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Commercial,AdditionsAndRenovations,60000,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF GUYSBOROUGH,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF SHELBURNE,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF ST. MARY'S,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Industrial,AdditionsAndRenovations,500,1,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
MUNICIPALITY OF THE DISTRICT OF WEST HANTS,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
REGION OF QUEENS MUNICIPALITY,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
REGION OF QUEENS MUNICIPALITY,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
REGION OF QUEENS MUNICIPALITY,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
REGION OF QUEENS MUNICIPALITY,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
REGION OF QUEENS MUNICIPALITY,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
REGION OF QUEENS MUNICIPALITY,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF ANNAPOLIS ROYAL,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF ANNAPOLIS ROYAL,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF ANNAPOLIS ROYAL,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF ANNAPOLIS ROYAL,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF ANNAPOLIS ROYAL,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF ANNAPOLIS ROYAL,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF ANTIGONISH,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF ANTIGONISH,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF ANTIGONISH,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF ANTIGONISH,Industrial,NewConstruction,200000,1,09/01/2017 09:47:01 AM
TOWN OF ANTIGONISH,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF ANTIGONISH,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF BRIDGEWATER,Commercial,AdditionsAndRenovations,1000,1,09/01/2017 09:47:01 AM
TOWN OF BRIDGEWATER,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF BRIDGEWATER,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF BRIDGEWATER,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF BRIDGEWATER,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF CLARK'S HARBOUR,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF CLARK'S HARBOUR,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF CLARK'S HARBOUR,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF CLARK'S HARBOUR,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF CLARK'S HARBOUR,InstitutionalAndGovernmental,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF DIGBY,Commercial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF DIGBY,Commercial,NewConstruction,0,0,09/01/2017 09:47:01 AM
TOWN OF DIGBY,Industrial,AdditionsAndRenovations,0,0,09/01/2017 09:47:01 AM
TOWN OF DIGBY,Industrial,NewConstruction,0,0,09/01/2017 09:47:01 AM
